,origin_school,destination_school,comparison_level,Origin_School_Name,Origin_District,Destination_School_Name,Destination_District,distance_between
154,4,3361,elementary,LAKE FOREST ELEMENTARY SCHOOL                                                                       ,ALACHUA     ,MELROSE ELEMENTARY SCHOOL                                                                           ,PUTNAM      ,14.3767166829
155,4,3372,elementary,LAKE FOREST ELEMENTARY SCHOOL                                                                       ,ALACHUA     ,OCHWILLA ELEMENTARY SCHOOL                                                                          ,PUTNAM      ,14.5024546573
156,4,3365,elementary,LAKE FOREST ELEMENTARY SCHOOL                                                                       ,ALACHUA     ,INTERLACHEN ELEMENTARY SCHOOL                                                                       ,PUTNAM      ,23.2394997016
157,19,3372,elementary,CHESTER SHELL ELEMENTARY SCHOOL                                                                     ,ALACHUA     ,OCHWILLA ELEMENTARY SCHOOL                                                                          ,PUTNAM      ,4.37039716929
158,19,3361,elementary,CHESTER SHELL ELEMENTARY SCHOOL                                                                     ,ALACHUA     ,MELROSE ELEMENTARY SCHOOL                                                                           ,PUTNAM      ,8.456311027060002
159,19,3365,elementary,CHESTER SHELL ELEMENTARY SCHOOL                                                                     ,ALACHUA     ,INTERLACHEN ELEMENTARY SCHOOL                                                                       ,PUTNAM      ,12.2971569119
160,24,3361,elementary,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL                                                   ,ALACHUA     ,MELROSE ELEMENTARY SCHOOL                                                                           ,PUTNAM      ,15.104365561300002
161,24,3372,elementary,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL                                                   ,ALACHUA     ,OCHWILLA ELEMENTARY SCHOOL                                                                          ,PUTNAM      ,15.4834907518
162,24,3365,elementary,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL                                                   ,ALACHUA     ,INTERLACHEN ELEMENTARY SCHOOL                                                                       ,PUTNAM      ,24.2325842994
163,15,3359,high,HAWTHORNE MIDDLE/HIGH SCHOOL                                                                        ,ALACHUA     ,INTERLACHEN HIGH SCHOOL                                                                             ,PUTNAM      ,12.549871894
164,15,3362,high,HAWTHORNE MIDDLE/HIGH SCHOOL                                                                        ,ALACHUA     ,Q.I. ROBERTS JR. - SR. HIGH SCHOOL                                                                  ,PUTNAM      ,17.387369187
165,25,3359,high,EASTSIDE HIGH SCHOOL                                                                                ,ALACHUA     ,INTERLACHEN HIGH SCHOOL                                                                             ,PUTNAM      ,23.044222806399997
166,25,3362,high,EASTSIDE HIGH SCHOOL                                                                                ,ALACHUA     ,Q.I. ROBERTS JR. - SR. HIGH SCHOOL                                                                  ,PUTNAM      ,25.9683822366
167,9,3360,middle,ABRAHAM LINCOLN MIDDLE SCHOOL                                                                       ,ALACHUA     ,C. H. PRICE MIDDLE SCHOOL                                                                           ,PUTNAM      ,25.5912169642
168,9,3371,middle,ABRAHAM LINCOLN MIDDLE SCHOOL                                                                       ,ALACHUA     ,ELEANOR H. MILLER SCHOOL                                                                            ,PUTNAM      ,37.164538255100005
169,24,3360,middle,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL                                                   ,ALACHUA     ,C. H. PRICE MIDDLE SCHOOL                                                                           ,PUTNAM      ,24.148023779099997
170,24,3371,middle,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL                                                   ,ALACHUA     ,ELEANOR H. MILLER SCHOOL                                                                            ,PUTNAM      ,35.7130176519
